vertex,out-degree,in-degree
22.226.178.240,5,10
22.230.212.124,6,1
22.246.129.172,10,9
23.8.112.133,8,1
23.13.148.178,6,9
23.14.152.26,10,5
23.16.163.202,8,9
23.17.13.114,8,3
23.28.224.68,5,5
23.29.53.185,3,4
23.32.224.102,9,10
23.38.78.100,10,3
23.48.5.97,8,10
23.59.72.2,8,17
23.60.67.253,6,10
23.71.91.232,7,8
23.72.40.78,8,2
23.78.127.39,8,4
23.78.135.4,8,13
23.80.46.128,5,4
23.87.109.225,9,5
23.90.224.62,8,4
23.100.49.218,4,3
23.100.117.120,10,8
23.114.140.165,10,5
23.122.220.27,10,7
23.129.77.249,8,8
23.131.113.196,6,12
23.133.33.83,3,5
23.133.84.10,11,12
23.137.237.58,6,3
23.151.29.236,3,10
23.151.181.10,11,10
23.153.182.189,6,8
23.170.131.117,7,6
23.172.29.37,5,7
23.180.205.205,12,7
23.181.29.25,3,8
23.186.77.65,2,6
23.198.219.242,6,9
23.217.8.201,6,3
23.218.73.243,7,5
23.220.169.111,6,4
23.223.8.68,12,14
23.230.172.172,5,9
23.240.179.113,5,7
23.243.45.182,9,9
23.245.108.153,7,4
23.251.215.50,6,14
24.3.146.4,6,9
24.3.176.69,12,9
24.18.115.185,13,9
24.27.215.152,6,12
24.29.253.43,11,5
24.30.40.174,6,7
24.36.164.216,6,11
24.43.137.71,5,1
24.43.209.95,4,10
24.51.31.170,8,10
24.56.245.179,4,6
24.61.155.61,8,4
24.66.240.226,1,4
24.67.61.25,12,20
24.69.114.135,9,1
24.71.30.100,9,12
24.74.56.74,7,1
24.76.13.189,7,3
24.79.192.244,8,7
24.83.152.164,6,8
24.90.18.114,7,1
24.94.3.110,11,9
24.96.145.188,8,11
24.106.169.153,5,3
24.108.62.248,5,3
24.108.77.19,8,7
24.121.95.12,6,6
24.121.209.237,6,1
24.125.200.129,6,4
24.132.99.60,6,9
24.132.152.209,6,7
24.135.209.48,7,8
24.136.185.49,7,6
24.143.130.72,9,2
24.146.82.48,8,10
24.153.8.247,7,1
24.157.19.121,11,2
24.159.38.144,5,7
24.160.185.183,7,5
24.161.150.196,7,2
24.167.80.28,10,2
24.169.7.198,5,6
24.172.212.216,1,7
24.179.53.158,7,9
24.191.73.226,6,7
24.193.38.92,9,3
24.194.17.81,6,2
24.195.176.227,4,1
24.196.234.133,11,2
24.197.254.60,7,5
24.203.121.239,1,9
24.205.26.218,8,5
24.215.108.73,5,10
24.217.147.186,5,7
24.220.166.184,4,5
24.222.175.248,8,5
24.231.192.48,1,1
24.240.178.75,5,4
24.243.154.181,6,8
24.244.133.105,11,7
24.251.135.75,7,4
24.252.58.36,5,9
25.24.45.107,12,16
25.25.161.56,8,6
25.27.15.222,8,10
25.27.51.107,12,12
25.30.9.85,12,5
25.41.3.166,7,2
25.47.186.88,9,7
25.50.153.252,2,10
25.53.23.102,5,6
25.54.67.62,7,7
25.60.97.205,3,1
25.62.204.79,8,8
25.63.237.163,4,8
25.65.84.173,9,6
25.65.177.103,7,3
25.69.125.85,5,6
25.75.216.39,2,11
25.86.180.167,5,5
25.95.32.31,6,10
25.96.60.114,12,4
25.96.156.138,6,3
25.101.175.217,6,10
25.103.204.233,10,1
25.113.43.192,9,3
25.116.117.235,9,4
25.116.248.143,6,7
25.119.108.92,5,3
25.120.147.213,8,9
25.131.23.193,4,8
25.134.217.11,11,9
25.140.124.10,6,10
25.140.165.105,2,7
25.143.69.18,14,1
25.143.167.146,4,8
25.147.148.29,4,4
25.150.113.100,4,6
25.155.159.201,2,10
25.169.167.41,7,1
25.182.185.44,4,6
25.187.139.207,6,2
25.188.233.146,2,8
25.190.107.194,10,18
25.192.14.241,9,6
25.193.72.248,4,6
25.195.228.45,9,10
25.210.189.65,11,2
25.213.89.160,5,7
25.216.134.222,4,5
25.219.115.152,11,34
25.220.135.36,9,4
25.224.100.65,4,8
25.229.122.74,7,1
25.231.80.104,8,2
25.231.198.141,5,6
25.233.21.134,7,1
25.236.158.14,9,2
25.239.207.55,9,4
25.243.120.91,3,6
25.245.70.38,8,2
25.250.241.155,6,3
26.2.245.147,5,4
26.3.160.38,3,3
26.4.108.209,6,4
26.18.48.89,4,4
26.23.159.157,4,5
26.30.205.88,9,4
26.31.63.241,6,3
26.35.6.243,12,7
26.35.24.149,7,9
26.56.63.120,4,7
26.59.10.59,3,5
26.64.85.251,5,12
26.69.33.207,8,5
26.69.144.202,6,6
26.73.188.161,8,7
26.75.155.117,7,10
26.79.168.1,6,3
26.82.63.217,11,9
26.87.185.104,8,8
26.93.204.89,4,8
26.95.3.17,11,9
26.95.114.250,9,12
26.99.103.44,5,3
26.100.139.204,7,2
26.104.170.32,8,8
26.109.133.98,6,6
26.125.32.179,5,10
26.127.64.110,5,7
26.128.70.140,6,3
26.129.51.33,11,5
26.134.1.115,9,3
26.143.218.153,10,18
26.145.156.23,7,10
26.147.249.11,9,6
26.160.181.119,3,7
26.162.1.11,4,7
26.174.238.70,3,1
26.176.81.136,6,15
26.178.183.179,9,8
26.188.85.247,10,4
26.191.130.196,13,6
26.193.172.185,4,7
26.202.74.194,8,4
26.205.152.231,8,3
26.206.202.125,7,2
26.208.119.197,6,4
26.216.30.113,2,19
26.218.105.215,6,2
26.223.174.167,2,6
26.228.146.133,9,7
26.236.195.166,10,13
26.240.205.32,9,10
26.241.90.4,7,16
26.241.98.158,7,5
27.3.43.56,6,2
27.4.202.17,6,4
27.6.78.113,3,7
27.9.190.12,9,3
27.16.225.56,8,7
27.18.105.114,14,11
27.20.130.94,5,7
27.24.101.218,9,10
27.29.171.93,7,9
27.45.196.113,3,5
27.49.159.173,7,2
27.78.99.105,10,9
27.79.199.201,6,7
27.83.130.106,10,5
27.86.8.151,10,9
27.92.170.19,8,19
27.96.112.241,13,9
27.100.183.197,8,2
27.101.64.46,8,6
27.107.103.44,4,6
27.116.22.193,8,2
27.132.254.46,8,3
27.133.2.25,3,12
27.137.18.245,12,5
27.148.180.240,4,10
27.150.11.52,5,7
27.160.4.140,9,3
27.161.41.104,5,9
27.167.152.42,7,6
27.173.213.113,9,20
27.176.234.124,9,1
27.196.2.232,9,1
27.196.247.58,5,5
27.199.119.102,8,5
27.202.183.40,7,4
27.204.65.95,5,7
27.205.76.78,9,7
27.206.189.162,6,7
27.211.71.63,6,7
27.222.63.123,7,9
27.235.146.75,7,8
27.240.76.102,5,9
27.252.2.89,6,11
27.253.169.163,8,1
28.1.133.24,1,9
28.3.223.69,6,10
28.10.146.153,6,2
28.11.181.86,4,4
28.15.99.109,9,9
28.23.244.155,9,9
28.28.103.14,4,8
28.30.60.229,6,3
28.30.198.253,9,4
28.32.79.200,4,5
28.32.155.198,7,10
28.32.186.129,8,5
28.42.238.118,2,5
28.45.32.253,7,5
28.45.212.134,4,10
28.45.214.107,7,16
28.53.248.3,4,4
28.58.62.213,6,1
28.58.190.42,6,2
28.62.75.149,6,9
28.70.232.82,9,7
28.73.253.251,2,4
28.80.60.200,5,10
28.83.143.81,8,1
28.83.170.11,15,9
28.85.223.34,7,10
28.92.67.101,8,14
28.93.253.193,7,12
28.101.95.147,8,9
28.110.100.124,4,3
28.111.217.113,4,22
28.134.252.213,4,14
28.138.12.33,9,2
28.143.154.178,11,4
28.148.228.167,5,3
28.153.215.56,6,11
28.162.59.50,12,6
28.162.208.195,8,3
28.169.249.190,7,3
28.176.63.179,9,5
28.185.209.180,7,4
28.200.24.18,5,9
28.200.132.126,6,15
28.212.222.148,6,4
28.212.240.90,4,1
28.219.134.161,6,7
28.221.194.197,8,9
28.224.78.126,5,6
28.226.220.128,4,14
28.229.75.149,14,1
28.243.10.254,3,18
28.244.251.44,9,3
28.245.38.190,8,3
29.2.197.58,9,4
29.3.105.28,7,1
29.11.103.27,8,10
29.11.168.148,4,1
29.14.94.172,4,2
29.17.46.250,8,9
29.17.229.27,6,8
29.27.46.39,5,4
29.28.143.32,8,10
29.31.247.128,5,5
29.32.227.126,8,2
29.38.28.16,7,10
29.44.206.192,5,6
29.46.10.252,7,8
29.47.202.227,13,3
29.50.229.2,9,12
29.67.209.223,5,12
29.70.127.110,7,17
29.74.159.157,7,10
29.79.138.113,6,2
29.81.20.27,6,2
29.81.208.147,8,3
29.82.117.126,9,6
29.90.107.34,4,4
29.91.119.63,8,2
29.94.29.38,8,9
29.104.230.233,6,5
29.105.165.119,8,5
29.105.187.193,8,8
29.108.152.83,8,14
29.120.76.229,7,1
29.120.132.123,6,9
29.125.217.241,7,10
29.126.1.137,6,2
29.131.233.61,3,1
29.132.64.31,4,10
29.132.159.16,8,5
29.135.91.4,5,14
29.141.99.244,1,6
29.158.43.56,6,10
29.170.130.207,4,8
29.185.43.193,5,6
29.189.55.245,8,10
29.194.111.20,10,10
29.197.233.71,6,10
29.198.178.197,11,5
29.200.64.100,11,11
29.202.99.49,4,6
29.210.96.30,3,8
29.217.52.233,8,2
29.222.191.65,5,8
29.224.228.140,8,10
29.225.120.143,10,9
29.227.48.15,6,11
29.234.114.240,9,1
29.238.40.213,9,8
29.247.162.64,7,16
29.250.6.249,5,1
29.253.164.172,10,9
29.253.244.222,5,10
30.7.26.21,5,4
30.18.108.194,7,2
30.20.71.13,3,1
30.24.26.179,5,9
30.27.107.150,5,11
30.30.47.152,8,7
30.32.22.151,9,6
30.34.160.86,12,6
30.42.82.184,6,3
30.52.45.247,7,4
30.56.136.124,9,2
30.62.26.130,9,1
30.89.53.167,5,6
30.89.177.102,12,1
30.95.15.249,5,3
30.96.238.80,9,7
30.115.78.60,3,5
30.120.91.104,5,9
30.128.152.74,10,3
30.131.211.186,6,11
30.138.126.142,4,10
30.138.250.204,6,3
30.144.11.170,10,2
30.152.185.193,7,10
30.155.70.138,5,3
30.163.15.113,2,4
30.164.243.203,8,4
30.165.72.42,4,1
30.169.123.19,4,8
30.177.24.35,4,10
30.179.23.66,7,10
30.185.155.74,4,4
30.193.18.151,9,5
30.196.93.49,5,7
30.197.143.57,6,5
30.200.60.102,5,7
30.200.181.213,8,7
30.203.156.249,8,9
30.208.45.150,7,4
30.210.40.124,10,5
30.211.174.27,7,9
30.212.249.173,6,2
30.214.21.207,9,3
30.215.190.19,11,6
30.226.212.66,12,9
30.230.61.228,6,3
30.231.248.88,1,13
30.235.143.63,8,5
30.236.8.25,4,7
30.236.98.117,7,13
30.240.7.247,12,9
30.240.212.150,7,5
30.243.157.69,7,4
30.245.16.140,8,6
31.3.104.29,10,4
31.4.6.106,5,2
31.5.109.105,5,2
31.8.106.211,6,3
31.12.17.106,4,17
31.15.217.29,8,5
31.25.26.192,4,11
31.33.190.242,10,9
31.33.241.216,7,7
31.36.118.69,12,7
31.37.248.164,7,9
31.45.98.31,12,7
31.45.199.246,11,3
31.47.99.209,7,6
31.48.226.172,6,8
31.49.137.188,7,7
31.50.120.220,11,10
31.57.9.160,6,7
31.58.44.89,4,1
31.75.246.109,9,2
31.82.141.134,8,9
31.83.201.250,6,10
31.89.142.55,4,9
31.94.179.129,2,2
31.102.110.44,8,10
31.116.187.133,9,2
31.135.1.82,7,5
31.142.22.243,7,2
31.144.19.14,6,10
31.147.66.163,4,3
31.149.160.27,8,5
31.162.199.240,6,4
31.169.192.219,5,3
31.177.6.104,13,4
31.182.2.58,7,10
31.185.56.183,3,4
31.187.41.234,9,5
31.187.190.219,11,5
31.197.29.145,10,11
31.199.61.219,10,8
31.204.190.17,6,6
31.210.241.21,10,2
31.211.58.193,4,6
31.212.71.132,11,17
31.212.242.112,2,7
31.212.251.187,10,3
31.213.136.60,7,5
31.215.69.228,4,6
31.224.1.89,5,8
31.225.183.23,7,3
31.231.87.148,8,5
31.231.235.212,12,4
31.232.172.100,7,10
31.235.174.198,5,4
31.242.13.197,9,12
31.248.180.122,3,5
31.250.3.165,6,20
31.253.38.168,5,5
31.253.44.57,10,4
31.253.138.6,4,1
32.2.5.20,6,6
32.2.222.249,5,9
32.9.104.59,7,13
32.13.70.116,10,9
32.18.182.159,7,10
32.20.246.206,8,3
32.26.44.44,10,2
32.31.246.208,6,3
32.34.77.90,4,8
32.38.159.166,3,7
32.40.37.239,6,7
32.46.49.140,7,6
32.49.122.217,10,12
32.51.36.233,5,3
32.54.215.122,6,14
32.70.250.51,10,8
32.73.84.11,10,10
32.77.201.107,9,5
32.78.238.199,6,1
32.92.30.184,8,9
32.100.222.109,7,10
32.107.68.75,4,19
32.110.141.101,6,7
32.112.7.116,6,5
32.112.169.184,8,3
32.113.73.17,8,13
32.126.171.91,7,2
32.131.69.166,5,13
32.134.52.220,10,8
32.134.158.37,5,11
32.135.13.232,10,10
32.138.22.226,1,3
32.144.202.253,6,1
32.155.145.93,7,6
32.158.248.193,3,4
32.162.234.121,4,14
32.165.39.135,3,10
32.172.184.223,4,6
32.179.31.23,12,10
32.188.28.38,3,1
32.192.63.194,10,7
32.195.58.15,6,5
32.197.21.33,12,2
32.197.73.81,4,8
32.202.69.162,4,13
32.204.115.239,6,3
32.208.169.241,8,5
32.213.203.14,6,9
32.215.46.202,4,7
32.216.93.60,4,6
32.217.42.106,5,6
32.217.83.196,10,1
32.222.138.54,3,10
32.225.39.62,6,2
32.225.114.120,11,8
32.234.89.79,3,19
32.236.50.191,5,10
32.241.1.91,7,12
32.242.25.72,5,1
32.251.87.175,8,10
32.251.106.2,8,17
33.5.44.12,7,9
33.9.19.110,6,5
33.10.24.251,4,6
33.20.21.247,11,6
33.28.110.26,7,8
33.36.235.17,6,9
33.39.166.174,6,10
33.40.204.226,4,8
33.41.84.138,2,5
33.41.236.246,11,12
33.44.20.101,4,2
33.45.27.184,8,10
33.59.80.178,5,14
33.65.219.237,7,8
33.75.30.208,8,10
33.76.17.149,7,4
33.81.28.253,7,4
33.84.248.226,10,9
33.87.173.36,10,8
33.91.195.6,12,9
33.100.152.118,8,10
33.101.164.102,7,10
33.102.11.171,8,8
33.116.103.137,8,2
33.117.53.128,11,3
33.120.131.39,7,17
33.121.250.154,13,9
33.129.147.143,7,4
33.131.187.181,5,9
33.131.218.4,5,11
33.135.137.71,10,8
33.137.254.194,5,2
33.138.51.177,4,4
33.140.37.164,7,6
33.145.236.55,9,10
33.159.116.56,5,5
33.166.30.196,6,6
33.172.166.230,6,3
33.175.26.100,8,6
33.197.150.141,10,9
33.200.50.1,5,10
33.202.153.205,9,7
33.213.148.82,5,2
33.213.150.151,5,1
33.218.192.53,6,4
33.222.223.208,4,7
33.224.65.156,9,3
33.228.234.78,4,9
33.230.121.146,12,1
33.234.186.7,10,10
33.236.32.219,10,7
33.236.212.234,5,4
33.238.205.182,11,1
33.242.24.98,5,2
33.242.85.229,4,4
33.244.51.54,6,13
33.246.85.167,8,6
33.246.96.65,8,9
34.2.243.248,3,4
34.3.155.72,7,4
34.32.234.252,8,10
34.34.96.245,10,8
34.35.104.11,7,8
34.43.224.117,8,1
34.50.137.25,13,6
34.52.72.61,4,8
34.55.175.120,6,5
34.56.99.5,4,1
34.68.250.93,11,2
34.71.10.58,5,8
34.73.184.76,10,6
34.78.63.102,4,2
34.82.251.11,7,9
34.98.158.80,8,9
34.105.1.48,8,7
34.111.153.108,11,4
34.115.145.12,8,7
34.116.38.151,4,6
34.118.189.73,3,12
34.120.90.132,8,10
34.120.254.211,8,6
34.122.240.32,7,9
34.125.34.247,8,5
34.129.181.43,6,4
34.130.21.176,8,3
34.132.229.76,7,7
34.148.91.145,5,3
34.150.180.138,9,8
34.151.63.235,4,1
34.154.134.77,4,7
34.156.100.46,9,5
34.160.98.184,4,19
34.165.13.46,8,4
34.165.143.205,7,1
34.168.15.52,7,5
34.171.57.217,9,9
34.178.39.3,13,3
34.180.31.70,9,6
34.180.61.182,2,3
34.193.252.59,5,1
34.195.191.177,6,1
34.197.31.6,5,2
34.200.122.57,10,7
34.210.215.163,4,9
34.214.122.49,7,6
34.236.140.155,5,13
34.237.37.103,5,10
34.249.200.147,2,3
34.252.232.66,3,6
35.4.155.242,6,4
35.7.84.136,8,10
35.22.171.106,4,2
35.26.207.225,9,14
35.27.28.203,7,10
35.33.56.137,7,7
35.33.143.190,10,3
35.44.200.145,10,8
35.45.204.65,6,2
35.53.80.104,4,5
35.56.32.64,9,4
35.67.149.183,11,1
35.76.216.41,5,4
35.89.163.51,10,6
35.97.3.158,14,4
35.99.78.120,9,7
35.99.126.201,6,10
35.102.37.15,6,5
35.102.148.116,4,2
35.107.190.209,3,7
35.109.60.124,5,6
35.117.5.167,14,3
35.129.43.93,6,8
35.132.34.152,7,4
35.132.35.101,8,12
35.134.208.36,10,4
35.148.123.14,7,11
35.149.33.115,10,8
35.151.50.143,5,19
35.152.106.152,9,3
35.167.109.251,6,14
35.168.33.241,8,5
35.168.59.80,4,10
35.175.224.126,5,4
35.187.150.59,6,6
35.197.116.87,9,5
35.203.195.66,7,8
35.218.100.31,5,18
35.230.200.66,5,7
35.237.196.180,9,6
35.240.47.33,7,10
35.245.165.38,8,2
35.247.93.195,6,9
35.251.108.96,5,1
36.1.58.180,3,10
36.1.109.232,7,8
36.3.71.89,5,9
36.4.113.241,6,5
36.5.43.130,8,7
36.6.170.90,8,9
36.9.138.37,6,15
36.15.1.145,5,6
36.19.104.114,6,4
36.22.240.15,4,6
36.29.138.97,11,2
36.32.137.69,5,23
36.50.52.170,4,9
36.50.133.180,7,10
36.54.83.103,11,5
36.54.135.7,5,6
36.61.249.191,9,8
36.66.160.248,4,12
36.68.78.186,12,13
36.70.228.110,5,5
36.73.1.35,7,1
36.75.245.114,3,12
36.79.202.232,8,4
36.83.59.164,9,15
36.83.130.34,6,3
36.85.107.192,9,1
36.91.156.120,10,5
36.94.142.168,10,9
36.96.115.148,10,6
36.98.192.56,9,19
36.107.137.161,9,10
36.120.38.84,4,1
36.120.128.88,8,8
36.136.78.95,7,10
36.137.122.97,6,5
36.137.226.7,9,2
36.141.43.88,5,23
36.144.175.231,2,1
36.146.163.234,2,1
36.147.31.41,9,4
36.155.149.42,9,5
36.163.109.123,8,2
36.176.117.192,7,13
36.179.139.202,6,5
36.181.125.177,4,5
36.186.245.209,10,4
36.187.252.146,8,8
36.197.78.195,7,9
36.203.242.243,11,10
36.208.76.241,10,6
36.214.242.205,6,3
36.216.185.191,5,4
36.218.200.47,8,9
36.224.242.18,2,5
36.233.182.157,9,1
36.236.189.252,9,2
36.244.50.173,8,12
36.247.94.12,8,8
36.249.70.7,6,2
36.252.107.131,7,8
36.254.95.182,8,9
37.2.96.66,5,4
37.4.48.115,7,15
37.18.98.88,5,11
37.23.225.247,7,7
37.40.23.22,5,7
37.48.236.107,11,9
37.52.93.154,8,4
37.57.210.53,15,9
37.63.156.51,6,4
37.64.98.76,2,4
37.70.148.111,9,19
37.72.68.86,10,2
37.82.55.161,5,11
37.84.97.108,8,9
37.88.129.159,7,4
37.97.56.136,5,7
37.101.142.229,7,9
37.102.180.32,3,15
37.103.196.72,5,10
37.117.55.75,3,4
37.122.87.197,6,4
37.126.95.213,4,2
37.126.170.130,7,9
37.129.169.40,3,14
37.145.70.52,6,1
37.145.171.142,9,14
37.157.236.62,6,12
37.161.210.127,7,8
37.161.213.29,6,4
37.168.17.160,8,8
37.168.160.103,8,11
37.184.244.174,7,4
37.185.208.60,6,6
37.199.102.16,6,1
37.200.194.9,7,1
37.202.107.180,6,7
37.210.47.152,6,1
37.214.28.245,6,11
37.229.209.123,5,9
37.230.209.109,7,3
37.234.107.189,7,1
37.236.150.11,8,14
37.237.221.120,5,1
37.244.212.212,6,10
37.245.135.141,4,2
37.247.29.165,11,5
37.248.131.147,5,4
38.4.173.69,5,4
38.8.155.185,12,4
38.8.161.34,5,6
38.12.113.79,14,8
38.15.49.78,4,5
38.18.235.122,9,4
38.21.215.73,6,4
38.26.3.87,6,6
38.27.217.35,2,8
38.38.148.11,7,4
38.41.164.159,3,11
38.47.252.119,3,7
38.49.138.187,9,9
38.53.175.20,8,7
38.63.213.151,8,6
38.65.178.210,7,1
38.71.34.243,5,7
38.83.189.223,4,7
38.88.119.50,7,10
38.90.27.187,11,9
38.97.6.58,8,3
38.111.133.154,5,25
38.114.125.218,8,9
38.120.13.13,10,9
38.132.53.252,8,7
38.140.2.151,7,6
38.140.43.182,4,13
38.157.203.40,2,8
38.158.207.19,8,16
38.160.150.211,5,8
38.167.185.250,6,5
38.179.150.134,9,1
38.190.95.3,6,20
38.193.234.168,6,5
38.196.191.31,9,1
38.196.212.45,4,6
38.197.7.16,12,9
38.197.164.171,6,5
38.202.204.233,5,6
38.213.78.22,5,8
38.217.143.37,7,10
38.218.39.108,6,9
38.221.115.32,4,17
38.232.175.37,8,18
38.234.35.216,6,7
38.244.129.133,10,11
38.250.5.145,6,10
38.251.213.186,8,3
39.17.194.32,3,5
39.20.79.26,7,4
39.24.1.128,7,9
39.24.10.62,9,8
39.35.125.185,8,6
39.40.45.154,5,4
39.48.153.177,7,5
39.52.251.164,11,16
39.53.86.108,7,19
39.56.226.226,7,20
39.60.147.41,8,8
39.65.46.216,7,4
39.65.175.10,5,3
39.66.15.50,2,9
39.70.111.254,8,5
39.71.16.72,9,3
39.76.237.222,4,2
39.86.145.40,7,5
39.88.219.198,4,9
39.94.124.102,9,1
39.94.152.4,9,9
39.94.194.15,6,12
39.95.33.91,6,1
39.96.155.141,7,11
39.104.163.200,8,2
39.106.157.143,8,4
39.112.234.145,6,7
39.113.31.64,3,7
39.117.178.51,3,7
39.118.114.50,7,4
39.120.56.160,3,14
39.120.180.33,7,9
39.131.4.218,3,10
39.135.224.140,9,7
39.138.91.28,3,2
39.141.107.13,7,8
39.142.39.9,9,1
39.172.94.102,9,12
39.182.11.78,6,7
39.182.66.214,6,17
39.191.5.245,6,6
39.192.124.114,10,3
39.196.53.105,7,5
39.200.22.46,10,9
39.210.135.220,9,8
39.217.234.217,4,10
39.219.14.84,5,8
39.222.201.154,13,7
39.225.121.232,6,6
39.237.104.22,8,8
39.239.192.99,4,4
39.240.232.111,6,6
39.243.87.67,6,6
39.254.111.237,10,2
40.9.180.128,8,3
40.18.87.192,5,6
40.23.20.112,3,9
40.25.183.169,9,5
40.26.127.147,4,16
40.34.170.116,7,1
40.47.218.228,4,9
40.50.178.129,9,9
40.50.181.179,7,3
40.70.34.92,9,8
40.76.190.23,9,9
40.77.144.190,7,6
40.79.41.20,8,9
40.89.149.196,10,4
40.94.52.220,3,6
40.95.11.47,4,1
40.100.173.254,4,4
40.109.165.14,6,8
40.116.237.128,2,6
40.130.218.190,11,9
40.136.219.61,5,10
40.137.80.58,6,8
40.138.163.72,9,8
40.145.114.180,11,8
40.146.114.116,8,2
40.149.196.216,4,5
40.153.21.49,7,6
40.153.69.176,9,4
40.156.92.51,4,8
40.158.204.67,5,9
40.165.132.152,7,4
40.171.15.237,10,10
40.177.52.16,5,3
40.179.76.202,4,1
40.182.194.76,7,6
40.186.229.127,9,12
40.199.254.221,5,2
40.206.54.220,12,7
40.210.247.221,4,14
40.218.228.68,9,4
40.244.77.144,10,11
40.251.28.23,7,3
41.5.11.78,6,10
41.6.46.119,1,8
41.10.185.209,4,1
41.12.68.42,7,9
41.16.31.36,6,6
41.29.124.237,3,3
41.33.80.245,7,9
41.36.135.128,2,7
41.40.228.181,7,5
41.48.22.222,6,12
41.50.208.12,6,9
41.52.113.181,12,10
41.61.50.54,2,4
41.63.18.220,11,9
41.63.55.248,4,5
41.64.45.122,5,1
41.65.69.223,6,8
41.71.178.142,10,3
41.74.78.134,6,4
41.96.155.239,6,9
41.98.147.66,9,8
41.105.53.219,4,9
41.111.129.91,7,4
41.114.140.219,4,4
41.119.218.252,6,4
41.121.214.197,10,8
41.124.129.159,5,19
41.126.183.22,9,6
41.134.134.219,6,14
41.140.43.78,6,4
41.155.241.218,10,4
41.160.6.189,10,4
41.172.178.152,7,1
41.176.29.48,7,1
41.187.181.64,9,9
41.189.133.40,7,10
41.191.26.81,4,1
41.198.46.86,5,2
41.201.243.238,10,8
41.211.78.95,4,2
41.212.87.1,10,10
41.213.234.132,9,2
41.224.214.250,8,9
41.234.100.157,8,3
41.234.186.251,8,4
41.245.58.226,10,6
41.247.27.175,5,17
41.247.150.57,8,3
41.253.250.234,8,11
41.254.4.157,2,3
42.4.56.132,4,10
42.9.86.56,9,10
42.9.99.229,10,9
42.12.83.203,8,6
42.23.46.94,6,5
42.24.193.198,6,11
42.24.253.170,8,7
42.31.220.186,4,3
42.32.126.65,8,5
42.37.106.69,11,4
42.48.19.222,9,5
42.50.72.231,4,2
42.54.19.139,4,2
42.56.153.228,3,7
42.61.68.59,7,5
42.68.25.39,6,6
42.71.128.196,6,7
42.73.50.142,6,5
42.79.106.240,3,1
42.82.246.158,5,3
42.95.34.166,8,19
42.97.111.24,5,11
42.100.51.243,9,9
42.110.74.247,6,10
42.111.210.226,6,2
42.116.173.94,3,14
42.117.13.88,9,7
42.117.200.116,9,1
42.118.71.102,9,17
42.122.127.117,4,12
42.122.136.96,7,2
42.123.65.211,6,10
42.132.45.14,4,6
42.136.116.14,10,7
42.137.30.131,8,5
42.152.154.235,6,2
42.152.173.202,5,8
42.167.62.92,7,7
42.173.7.60,7,7
42.186.1.118,8,9
42.187.236.249,7,10
42.188.179.170,8,5
42.197.145.82,8,5
42.200.254.202,4,3
42.203.236.138,8,4
42.205.227.198,8,1
42.209.143.180,6,2
42.215.51.181,8,9
42.217.42.194,8,10
42.224.193.127,11,15
42.225.222.204,3,11
42.245.130.244,5,8
42.250.233.47,11,4
42.252.189.157,12,1
43.4.61.20,6,5
43.5.96.26,6,2
43.5.156.240,6,2
43.12.181.237,4,2
43.15.180.247,8,5
43.20.9.16,7,11
43.32.78.39,2,2
43.34.198.178,8,10
43.37.153.159,5,10
43.37.209.52,11,2
43.44.19.231,3,15
43.52.192.166,8,10
43.53.162.101,6,5
43.53.237.22,10,12
43.54.102.86,9,5
43.56.183.32,3,4
43.60.166.145,8,10
43.62.13.35,8,1
43.74.120.82,7,1
43.74.244.182,7,1
43.76.168.132,8,6
43.78.40.176,10,7
43.87.42.212,6,10
43.88.230.162,4,3
43.109.158.13,11,9
43.113.66.94,8,9
43.115.38.42,8,2
43.125.50.139,9,10
43.136.213.26,10,3
43.137.188.70,8,7
43.140.88.102,5,4
43.141.41.68,8,8
43.141.122.68,9,8
43.145.187.70,7,11
43.148.206.32,7,7
43.149.44.193,5,8
43.155.30.25,7,6
43.157.191.160,9,8
43.158.81.251,6,5
43.188.154.199,3,9
43.207.228.194,5,6
43.213.242.188,5,7
43.218.230.160,5,6
43.223.242.110,7,9
43.227.32.88,8,7
43.227.157.66,3,2
43.230.4.82,7,5
43.232.18.106,5,18
43.241.23.175,2,11
43.241.61.55,8,6
43.242.5.45,9,7
43.243.248.146,4,2
43.251.213.227,7,10
43.252.196.219,6,20
43.254.146.204,5,7
43.254.171.156,5,1
44.2.236.9,5,6
44.4.45.76,5,1
44.12.132.184,10,1
44.19.87.221,7,1
44.24.254.101,7,4
44.40.93.176,5,10
44.43.141.63,11,6
44.47.154.74,7,19
44.48.213.169,9,1
44.50.224.202,6,5
44.55.154.144,9,3
44.62.195.55,6,16
44.66.194.211,5,3
44.68.182.10,5,8
44.79.183.13,3,4
44.84.26.214,4,3
44.101.25.185,8,5
44.106.84.74,6,10
44.115.146.127,9,10
44.126.59.85,8,4
44.136.202.186,11,3
44.137.150.222,9,4
44.138.213.69,3,4
44.141.26.102,6,6
44.147.38.70,8,7
44.148.208.133,9,5
44.152.67.92,7,10
44.160.118.44,14,9
44.166.152.119,5,4
44.167.251.6,7,4
44.172.123.59,6,16
44.175.89.228,9,8
44.175.97.193,6,7
44.178.83.13,8,6
44.180.6.113,5,9
44.180.247.140,6,1
44.181.52.243,4,1
44.185.242.185,7,1
44.187.121.131,4,7
44.192.48.88,6,9
44.198.120.143,10,15
44.203.65.3,6,4
44.206.226.77,5,1
